#Z  A   B (MeV)                     Γ (MeV)
6          12   6.1476516723632812        1.7431619167327881
12          24   7.1237616539001465       0.84352403879165649
16          32   9.6977405548095703       0.83179569244384766
20          40   10.418744087219238       0.77780300378799438
82         208   14.113512039184570       0.35538902878761292
